ds,yhat,yhat_lower,yhat_upper,category
2023-01-01,126.51340072222933,0.0,263.553557776824,Dining
2023-01-02,134.59839309760156,5.793790325431082,273.7398622818673,Dining
2023-01-03,115.98274432067325,0.0,238.14553577461163,Dining
2023-01-04,126.58170548437164,1.0173250489379624,257.85568305653646,Dining
2023-01-05,118.07581507766756,0.0,251.70959361479564,Dining
2023-01-06,129.0696362307818,0.6122430896876565,260.5306522762867,Dining
2023-01-07,113.92767028605338,0.0,244.14104880341517,Dining
2023-01-08,103.94899061521545,0.0,235.19226365355075,Dining
2023-01-09,118.18586317224508,0.0,246.3502855016572,Dining
2023-01-10,99.08550686227699,0.0,237.17833732802578,Dining
2023-01-11,103.24975615264574,0.0,249.63306286033816,Dining
2023-01-12,89.56624097395,0.0,212.33705933027267,Dining
2023-01-13,104.05983269779145,0.0,230.84313714380468,Dining
2023-01-14,102.38557939151555,0.0,235.62594851002223,Dining
2023-01-15,109.85998013539432,0.0,248.68563029656943,Dining
2023-01-16,137.26883761476364,0.0,269.5903302561129,Dining
2023-01-17,122.77839664988008,0.0,250.1124275707168,Dining
2023-01-18,124.66220695751225,0.0,253.12680794707322,Dining
2023-01-19,106.27293705539996,0.0,245.93451326784924,Dining
2023-01-20,116.03537254212013,0.0,249.65087471803264,Dining
2023-01-21,108.61499326545977,0.0,241.66066356728902,Dining
2023-01-22,107.81672657309385,0.0,231.10245224867091,Dining
2023-01-23,126.17987599285044,0.0,255.60071251257236,Dining
2023-01-24,107.06131681274805,0.0,226.56800920977105,Dining
2023-01-25,113.16541096261976,0.0,236.57303816273196,Dining
2023-01-26,107.17219871303395,0.0,236.71800346312662,Dining
2023-01-27,131.3613418279808,6.814786349016329,260.44783316539804,Dining
2023-01-28,133.42217463506827,6.297359583738726,270.15461461666996,Dining
2023-01-29,134.55932995259346,13.499807402262155,266.8498387206701,Dining
2023-01-30,150.28068606568874,18.267342224038018,274.56333055600095,Dining
2023-01-31,128.58028664688666,0.0,256.35934304752976,Dining
2023-02-01,133.33668052369822,13.189398858910561,256.3607331711294,Dining
2023-02-02,123.96285052550027,0.0,253.42521306261736,Dining
2023-02-03,138.89280473223107,5.311299369908483,275.38895088552846,Dining
2023-02-04,126.51485108438483,0.0,265.63613145442025,Dining
2023-02-05,114.04095348107398,0.0,248.69313381968135,Dining
2023-02-06,123.70577778845288,0.0,257.2270486233338,Dining
2023-02-07,104.9815626432038,0.0,232.60987128057323,Dining
2023-02-08,116.2585504697577,0.0,254.0322213956451,Dining
2023-02-09,109.243040696058,0.0,241.6504625924338,Dining
2023-02-10,119.2536254158669,0.0,245.46484490673055,Dining
2023-02-11,99.18346321591174,0.0,229.2365887627132,Dining
2023-02-12,84.5096315841513,0.0,217.39316433774093,Dining
2023-02-13,102.38924750472897,0.0,236.32020325514102,Dining
2023-02-14,99.70583708080788,0.0,232.07779552406137,Dining
2023-02-15,126.90651059862965,0.4949741851024032,257.7868545410848,Dining
2023-02-16,128.86452891743113,0.0,256.78096132957603,Dining
2023-02-17,139.71270331605177,1.235209783952112,266.924474983075,Dining
2023-02-18,116.07670180044512,0.0,249.5554080356675,Dining
2023-02-19,97.31688589748165,0.0,221.6311839756126,Dining
2023-02-20,111.14340956365223,0.0,247.9108916429758,Dining
2023-02-21,102.6701464409667,0.0,233.27647497611161,Dining
2023-02-22,122.11436842719716,0.0,251.86169928035233,Dining
2023-02-23,118.10048151063265,0.0,240.55274416657886,Dining
2023-02-24,130.17022017913132,0.0,268.2925490236522,Dining
2023-02-25,117.18999693694315,0.0,244.46794931962054,Dining
2023-02-26,114.74412523892943,0.0,251.84298014126549,Dining
2023-02-27,143.19245188208012,11.00374568920557,283.1611003286889,Dining
2023-02-28,142.3581304489158,12.040659184924564,281.28787063996185,Dining
2023-03-01,162.79059876649737,27.030807651810324,297.8518007234074,Dining
2023-03-02,157.5618200918894,30.258168646001764,297.71147798962033,Dining
2023-03-03,169.51169592090025,40.16527054372109,301.51972498752104,Dining
2023-03-04,156.21795850269925,25.196947856244396,286.86064911841015,Dining
2023-03-05,148.95130929955621,12.73889163289148,275.2679366041661,Dining
2023-03-06,165.97585686413157,16.723678931069873,299.8471666267864,Dining
2023-03-07,150.7157444781761,13.661402083149127,277.9799577904586,Dining
2023-03-08,160.8242613292827,30.77109334734951,294.2103205201547,Dining
2023-03-09,154.03776824083482,35.46271196352019,290.9470420601601,Dining
2023-03-10,170.93500906078273,47.831151236473815,304.30978738090647,Dining
2023-03-11,161.65750596459995,29.224844392975903,295.4838516080692,Dining
2023-03-12,151.30895221688692,22.414711872496518,280.40884929996076,Dining
2023-03-13,158.89639690961553,25.505093220473544,297.79989086849224,Dining
2023-03-14,135.07127815094046,0.0,263.1101160013114,Dining
2023-03-15,144.91982425054698,12.558364147257334,269.68879674301587,Dining
2023-03-16,147.5263662193726,17.212747882327168,289.6853816076648,Dining
2023-03-17,177.5809198138161,34.73537856528735,312.3973599332575,Dining
2023-03-18,177.10975977835022,38.58071960463656,315.82257004906046,Dining
2023-03-19,166.99027484004569,23.217252235594607,304.23551104509306,Dining
2023-03-20,167.99369296060982,31.416203733325325,298.451929611048,Dining
2023-03-21,135.3005169379705,1.1988964908918938,267.1818735487879,Dining
2023-03-22,136.4536993824076,0.0,266.42824889278825,Dining
2023-03-23,129.6261625045387,0.0,259.6896894286939,Dining
2023-03-24,148.06857787803193,20.528707756274375,287.7336826782928,Dining
2023-03-25,135.65356459581938,8.215806918605317,268.0413430262281,Dining
2023-03-26,118.437348612224,0.0,245.56926077982558,Dining
2023-03-27,121.66910368465463,0.0,257.1451131709284,Dining
2023-03-28,99.90275534315674,0.0,218.9344044384001,Dining
2023-03-29,114.58225762191869,0.0,256.201740793137,Dining
2023-03-30,116.95233644194158,0.0,243.93143248653843,Dining
2023-03-31,137.67608578150111,1.9824068824539123,275.44089601725864,Dining
2023-04-01,123.61210217740052,0.0,259.35977485401816,Dining
2023-04-02,105.37100582329192,0.0,233.20357660635176,Dining
2023-04-03,109.36260437645045,0.0,238.16579894112868,Dining
2023-04-04,86.8552197289384,0.0,216.40395137204163,Dining
2023-04-05,95.40649892559239,0.0,233.06110699061603,Dining
2023-04-06,86.89832150022417,0.0,222.65057996093213,Dining
2023-04-07,97.90321157508707,0.0,235.9421295118438,Dining
2023-04-08,81.94084133384733,0.0,214.9857424451652,Dining
2023-04-09,70.97257962930097,0.0,203.03374981653292,Dining
2023-04-10,85.88536303742481,0.0,212.0621606240766,Dining
2023-04-11,70.19917611823561,0.0,198.09012230384442,Dining
2023-04-12,78.27742753850949,0.0,206.58160620204436,Dining
2023-04-13,66.40220576834965,0.0,200.17999424081484,Dining
2023-04-14,79.28784537162441,0.0,206.03965752758134,Dining
2023-04-15,75.31483299507643,0.0,201.08258970318806,Dining
2023-04-16,83.75364376253737,0.0,217.49465299989978,Dining
2023-04-17,117.54176274574652,0.0,253.49372786402017,Dining
2023-04-18,113.34735469848825,0.0,246.3116222824638,Dining
2023-04-19,124.29681901964115,4.648940581544136,258.6517811579488,Dining
2023-04-20,110.34931309064645,0.0,250.12620337297594,Dining
2023-04-21,120.05339362682025,0.0,253.43584185046092,Dining
2023-04-22,112.36234804584124,0.0,244.18219346115765,Dining
2023-04-23,114.73807171770696,0.0,244.5371615176423,Dining
2023-04-24,139.91776653574482,6.313658037204532,271.2667449329102,Dining
2023-04-25,128.32790404398796,0.0,261.10829548204066,Dining
2023-04-26,138.49925569620615,5.15860443752655,264.62974811962295,Dining
2023-04-27,132.66142970696436,0.0,260.14126514335453,Dining
2023-04-28,155.65108673260053,29.915202587336186,282.3356995483392,Dining
2023-04-29,159.20310750018578,27.62053316587362,292.4829076325024,Dining
2023-04-30,165.5377212368311,37.088578240262386,291.99186310201156,Dining
2023-05-01,187.81767953701757,48.88246861325663,320.89909045582675,Dining
2023-05-02,170.98102127882925,38.266028421846514,288.72401568001095,Dining
2023-05-03,176.9145975590871,43.228184135610164,303.7870182371274,Dining
2023-05-04,166.64959709546952,37.60487276885568,287.30203052267257,Dining
2023-05-05,180.81032868776072,46.84997223992021,312.03008525478384,Dining
2023-05-06,169.16762907645975,32.28518135884244,307.8904975705168,Dining
2023-05-07,157.5637413330523,29.701749306566764,289.8034112884324,Dining
2023-05-08,166.32936411236383,39.457691776595084,291.7492423270588,Dining
2023-05-09,145.12101378203633,11.383328745022235,275.7475911087099,Dining
2023-05-10,153.62816392024385,18.93131880907118,281.4243998862922,Dining
2023-05-11,145.53371184865,9.478078655897626,275.9721288632217,Dining
2023-05-12,155.3632649218757,20.950883830320187,285.1974497242156,Dining
2023-05-13,133.697510616196,0.0,261.96718932047,Dining
2023-05-14,113.54953563700055,0.0,241.6152717884414,Dining
2023-05-15,122.67711195359024,0.0,251.84548594071083,Dining
2023-05-16,112.0792546991626,0.0,253.97364547089225,Dining
2023-05-17,135.55712998238303,4.138228904849095,272.83860648505123,Dining
2023-05-18,138.68535766067282,12.21163088667234,276.9679017953921,Dining
2023-05-19,151.73611055300825,27.490135785620478,279.44201524880253,Dining
2023-05-20,127.02946197242133,0.0,261.082969528288,Dining
2023-05-21,101.9779759748041,0.0,238.5570097010808,Dining
2023-05-22,106.73070795011562,0.0,242.14647544050322,Dining
2023-05-23,91.30208710810369,0.0,232.19770014134744,Dining
2023-05-24,107.96143040601414,0.0,239.12250665416335,Dining
2023-05-25,104.02562870262936,0.0,234.82964131160915,Dining
2023-05-26,114.81921534182916,0.0,246.478753127462,Dining
2023-05-27,97.05776753335032,0.0,224.8509143191022,Dining
2023-05-28,87.38834420667676,0.0,215.3957503757673,Dining
2023-05-29,109.81445374844465,0.0,250.38159661079627,Dining
2023-05-30,107.36904937329126,0.0,225.77349437937977,Dining
2023-05-31,129.65168381068167,0.0,258.54085464753365,Dining
2023-06-01,126.87406785838446,0.0,249.09420369822678,Dining
2023-06-02,138.82299697719526,11.886672968871638,284.25246583442214,Dining
2023-06-03,123.35194976112766,0.0,254.75748456062513,Dining
2023-06-04,113.75211755345265,0.0,246.78273998814225,Dining
2023-06-05,130.15102738401478,0.0,265.38982878311174,Dining
2023-06-06,116.20708293487455,0.0,247.88268785699833,Dining
2023-06-07,127.3926276483426,4.609973042063611,262.71289715280375,Dining
2023-06-08,120.56416291539996,0.0,261.28366592871134,Dining
2023-06-09,136.87917288653486,2.0884581662931345,258.23730798067254,Dining
2023-06-10,128.77694779204953,1.8434398528775335,254.98510192523082,Dining
2023-06-11,121.85205398967226,0.0,255.35843613863844,Dining
2023-06-12,133.14476063228057,0.0,265.8247428916795,Dining
2023-06-13,110.78096814811167,0.0,245.0497899830982,Dining
2023-06-14,118.41906089116044,0.0,247.01756955058724,Dining
2023-06-15,117.85262172119812,0.0,244.82157535396325,Dining
2023-06-16,147.66219554180867,13.232306257680444,271.1026565846398,Dining
2023-06-17,152.52200449236,28.45085530318631,283.35450290222053,Dining
2023-06-18,151.2743771947466,21.065202380312158,279.19876273684736,Dining
2023-06-19,159.85895389380113,24.90303717053797,294.49015565336197,Dining
2023-06-20,130.17352801373056,0.0,245.5534722980323,Dining
2023-06-21,129.78422824397967,0.0,252.04216590593035,Dining
2023-06-22,121.14752748382502,0.0,253.39294447999868,Dining
2023-06-23,141.12351271706677,14.321281785892994,263.29043954213387,Dining
2023-06-24,134.29735558234555,0.0,261.8190030211026,Dining
2023-06-25,123.26824694962346,0.0,243.70719644862294,Dining
2023-06-26,129.42072898649087,0.4582999782877541,265.8755139375753,Dining
2023-06-27,106.94766574322026,0.0,239.12780620335033,Dining
2023-06-28,119.7248850605462,0.0,253.44330376018226,Dining
2023-06-29,123.02102302016927,0.0,252.35472922434383,Dining
2023-06-30,148.4558841551487,8.359887235741787,282.54808859027986,Dining
2023-07-01,141.04102866254541,10.955137298155593,262.86167065080735,Dining
2023-07-02,127.77248941692744,0.0,257.370965908196,Dining
2023-07-03,133.33140324180738,5.2674157498632495,259.82122021353166,Dining
2023-07-04,110.64600371071394,0.0,244.8697588157515,Dining
2023-07-05,119.30143259048526,0.0,244.50775419798774,Dining
2023-07-06,112.51294889227451,0.0,248.47602015988517,Dining
2023-07-07,125.39603365586196,0.0,263.74785612689897,Dining
2023-07-08,110.02433300032074,0.0,243.677408693433,Dining
2023-07-09,97.93439773973093,0.0,232.63903597334803,Dining
2023-07-10,111.52851004718141,0.0,250.0548779850389,Dining
2023-07-11,96.31645250471948,0.0,222.78349175929037,Dining
2023-07-12,105.69827961434432,0.0,240.06785272792374,Dining
2023-07-13,93.59608200701707,0.0,214.81348694174744,Dining
2023-07-14,102.16878523609896,0.0,239.59062776082055,Dining
2023-07-15,90.8415767955489,0.0,229.4459301284093,Dining
2023-07-16,92.37819049016072,0.0,229.5068770770161,Dining
2023-07-17,123.28939329752833,0.0,248.86608184498328,Dining
2023-07-18,120.98372311459251,0.0,247.76940643706521,Dining
2023-07-19,134.59731724992858,0.6264670071062232,271.25894022553183,Dining
2023-07-20,119.77783117341126,0.0,247.85588905952747,Dining
2023-07-21,123.0697109104267,0.0,256.843075814247,Dining
2023-07-22,106.34252758383292,0.0,238.56044978816436,Dining
2023-07-23,101.37812020464312,0.0,247.2620681499615,Dining
2023-07-24,123.23838413689442,0.0,250.9580237025102,Dining
2023-07-25,111.13862837658375,0.0,235.34712616336594,Dining
2023-07-26,119.31163378552144,0.0,242.51453622779863,Dining
2023-07-27,107.86529383475603,0.0,237.76452764898528,Dining
2023-07-28,122.67040864012937,0.0,246.9384281958804,Dining
2023-07-29,119.61441112197576,0.0,255.11483796697715,Dining
2023-07-30,123.58574785149196,0.0,247.19800753911088,Dining
2023-07-31,147.10780625564158,13.335422021474756,281.55888750394564,Dining
2023-08-01,132.37755345774272,1.859821688783036,268.0993633982767,Dining
2023-08-02,138.14917929796707,7.2185478135175165,262.7865036735851,Dining
2023-08-03,125.7448267874596,0.0,260.41395743699076,Dining
2023-08-04,137.76418276777218,11.418859105583245,261.4227960526214,Dining
2023-08-05,126.33711729557075,0.0,265.01410114567955,Dining
2023-08-06,116.98141159848149,0.0,252.56935773080477,Dining
2023-08-07,128.12310414887315,0.0,258.78577546421025,Dining
2023-08-08,108.60079876162251,0.0,242.65300856444387,Dining
2023-08-09,118.53148279815876,0.0,246.90919761617315,Dining
2023-08-10,113.8415418881176,0.0,240.6940224731667,Dining
2023-08-11,129.44549377264553,0.0,261.3999553934546,Dining
2023-08-12,114.40424498624122,0.0,260.0513731084007,Dining
2023-08-13,98.59215887623407,0.0,232.5637898738809,Dining
2023-08-14,108.54568871036462,0.0,239.46240163400114,Dining
2023-08-15,97.9552847298078,0.0,228.78055162850526,Dining
2023-08-16,124.28824236920134,0.0,247.2700403897846,Dining
2023-08-17,135.66057376227957,2.695966354777895,266.67024462518356,Dining
